scikit-learn
scipy
numpy

Training and evaluating...
Epoch: 1
Iter:      0, Train Loss:    8.9, Train Acc:   0.00%, Val Loss:    8.9, Val Acc:   0.01%, Time: 0:00:19 *
Iter:   2500, Train Loss:    2.9, Train Acc:  56.25%, Val Loss:    2.7, Val Acc:  63.65%, Time: 0:18:28 *
Iter:   2600, Train Loss:    1.9, Train Acc:  75.00%, Val Loss:    2.6, Val Acc:  64.84%, Time: 0:19:12 *
Iter:   2700, Train Loss:    2.7, Train Acc:  59.38%, Val Loss:    2.6, Val Acc:  65.17%, Time: 0:19:56 *
Iter:   2800, Train Loss:    2.3, Train Acc:  64.06%, Val Loss:    2.5, Val Acc:  65.69%, Time: 0:20:39 *
Iter:   2900, Train Loss:    1.9, Train Acc:  70.31%, Val Loss:    2.5, Val Acc:  66.34%, Time: 0:21:23 *
Iter:   3000, Train Loss:    2.2, Train Acc:  62.50%, Val Loss:    2.4, Val Acc:  67.16%, Time: 0:22:06 *
Iter:   3100, Train Loss:    2.1, Train Acc:  70.31%, Val Loss:    2.4, Val Acc:  67.49%, Time: 0:22:50 *
Iter:   3200, Train Loss:    2.5, Train Acc:  64.06%, Val Loss:    2.3, Val Acc:  68.40%, Time: 0:23:34 *
Iter:   3300, Train Loss:    2.6, Train Acc:  64.06%, Val Loss:    2.3, Val Acc:  68.74%, Time: 0:24:17 *
Iter:   3400, Train Loss:    2.3, Train Acc:  62.50%, Val Loss:    2.2, Val Acc:  69.47%, Time: 0:25:00 *
Iter:   3500, Train Loss:    2.8, Train Acc:  60.94%, Val Loss:    2.2, Val Acc:  70.30%, Time: 0:25:44 *
Iter:   3600, Train Loss:    2.1, Train Acc:  65.62%, Val Loss:    2.1, Val Acc:  70.67%, Time: 0:26:27 *
Iter:   3700, Train Loss:    1.4, Train Acc:  73.44%, Val Loss:    2.1, Val Acc:  71.14%, Time: 0:27:11 *
Iter:   3800, Train Loss:    2.0, Train Acc:  75.00%, Val Loss:    2.0, Val Acc:  71.50%, Time: 0:27:55 *
Iter:   3900, Train Loss:    1.3, Train Acc:  78.12%, Val Loss:    2.0, Val Acc:  71.86%, Time: 0:28:38 *
Iter:   4000, Train Loss:    2.3, Train Acc:  70.31%, Val Loss:    1.9, Val Acc:  72.65%, Time: 0:29:21 *
Iter:   4100, Train Loss:    1.5, Train Acc:  78.12%, Val Loss:    1.9, Val Acc:  72.77%, Time: 0:30:04 *
Iter:   4200, Train Loss:    1.5, Train Acc:  75.00%, Val Loss:    1.9, Val Acc:  73.50%, Time: 0:30:47 *
Iter:   4300, Train Loss:    1.9, Train Acc:  73.44%, Val Loss:    1.8, Val Acc:  73.93%, Time: 0:31:30 *
Epoch: 3
Iter:   4400, Train Loss:    1.2, Train Acc:  76.56%, Val Loss:    1.8, Val Acc:  74.09%, Time: 0:32:15 *
Iter:   4500, Train Loss:    1.6, Train Acc:  70.31%, Val Loss:    1.8, Val Acc:  74.51%, Time: 0:32:59 *
Iter:   4600, Train Loss:    1.5, Train Acc:  70.31%, Val Loss:    1.7, Val Acc:  75.06%, Time: 0:33:43 *
Iter:   4700, Train Loss:    1.1, Train Acc:  82.81%, Val Loss:    1.7, Val Acc:  75.17%, Time: 0:34:27 *
Iter:   4800, Train Loss:    1.6, Train Acc:  73.44%, Val Loss:    1.7, Val Acc:  75.90%, Time: 0:35:11 *
Iter:   4900, Train Loss:   0.97, Train Acc:  84.38%, Val Loss:    1.6, Val Acc:  76.49%, Time: 0:35:54 *
Iter:   5000, Train Loss:   0.89, Train Acc:  82.81%, Val Loss:    1.6, Val Acc:  76.59%, Time: 0:36:38 *
Iter:   5100, Train Loss:   0.92, Train Acc:  84.38%, Val Loss:    1.6, Val Acc:  77.15%, Time: 0:37:22 *
Iter:   5200, Train Loss:    1.6, Train Acc:  70.31%, Val Loss:    1.6, Val Acc:  77.56%, Time: 0:38:08 *
Iter:   5300, Train Loss:    1.0, Train Acc:  82.81%, Val Loss:    1.5, Val Acc:  78.09%, Time: 0:38:53 *
Iter:   5400, Train Loss:    1.4, Train Acc:  75.00%, Val Loss:    1.5, Val Acc:  77.85%, Time: 0:39:37 
Iter:   5500, Train Loss:    1.2, Train Acc:  79.69%, Val Loss:    1.5, Val Acc:  78.09%, Time: 0:40:20 
Iter:   5600, Train Loss:    1.0, Train Acc:  79.69%, Val Loss:    1.5, Val Acc:  78.66%, Time: 0:41:04 *
Iter:   5700, Train Loss:    0.2, Train Acc:  95.31%, Val Loss:    1.5, Val Acc:  79.21%, Time: 0:41:47 *
Iter:   5800, Train Loss:    1.2, Train Acc:  78.12%, Val Loss:    1.4, Val Acc:  79.36%, Time: 0:42:31 *
Iter:   5900, Train Loss:    1.4, Train Acc:  81.25%, Val Loss:    1.4, Val Acc:  79.23%, Time: 0:43:15 
Iter:   6000, Train Loss:   0.69, Train Acc:  81.25%, Val Loss:    1.4, Val Acc:  79.28%, Time: 0:43:58 
Iter:   6100, Train Loss:   0.96, Train Acc:  76.56%, Val Loss:    1.4, Val Acc:  80.09%, Time: 0:44:42 *
Iter:   6200, Train Loss:   0.82, Train Acc:  87.50%, Val Loss:    1.3, Val Acc:  80.49%, Time: 0:45:25 *
Iter:   6300, Train Loss:   0.93, Train Acc:  84.38%, Val Loss:    1.3, Val Acc:  80.90%, Time: 0:46:09 *
Iter:   6400, Train Loss:    1.0, Train Acc:  81.25%, Val Loss:    1.3, Val Acc:  81.47%, Time: 0:46:52 *
Epoch: 4
Iter:   6500, Train Loss:   0.58, Train Acc:  90.62%, Val Loss:    1.3, Val Acc:  81.48%, Time: 0:47:38 *
Iter:   6600, Train Loss:   0.61, Train Acc:  92.19%, Val Loss:    1.2, Val Acc:  81.71%, Time: 0:48:21 *
Iter:   6700, Train Loss:    0.8, Train Acc:  82.81%, Val Loss:    1.2, Val Acc:  81.86%, Time: 0:49:04 *
Iter:   6800, Train Loss:   0.64, Train Acc:  89.06%, Val Loss:    1.2, Val Acc:  81.76%, Time: 0:49:47 
Iter:   6900, Train Loss:   0.44, Train Acc:  90.62%, Val Loss:    1.2, Val Acc:  82.76%, Time: 0:50:31 *
Iter:   7000, Train Loss:   0.53, Train Acc:  90.62%, Val Loss:    1.2, Val Acc:  82.88%, Time: 0:51:15 *
Iter:   7100, Train Loss:   0.56, Train Acc:  87.50%, Val Loss:    1.2, Val Acc:  83.04%, Time: 0:51:58 *
Iter:   7200, Train Loss:   0.62, Train Acc:  87.50%, Val Loss:    1.2, Val Acc:  83.18%, Time: 0:52:41 *
Iter:   7300, Train Loss:    0.7, Train Acc:  89.06%, Val Loss:    1.1, Val Acc:  83.42%, Time: 0:53:25 *
Iter:   7400, Train Loss:   0.96, Train Acc:  84.38%, Val Loss:    1.1, Val Acc:  83.56%, Time: 0:54:09 *
Iter:   7500, Train Loss:   0.11, Train Acc:  96.88%, Val Loss:    1.1, Val Acc:  83.65%, Time: 0:54:52 *
Iter:   7600, Train Loss:   0.68, Train Acc:  85.94%, Val Loss:    1.1, Val Acc:  83.40%, Time: 0:55:36 
Iter:   7700, Train Loss:   0.53, Train Acc:  92.19%, Val Loss:    1.1, Val Acc:  84.21%, Time: 0:56:21 *
Iter:   7800, Train Loss:   0.35, Train Acc:  92.19%, Val Loss:    1.1, Val Acc:  84.04%, Time: 0:57:04 
Iter:   7900, Train Loss:   0.77, Train Acc:  85.94%, Val Loss:    1.1, Val Acc:  84.53%, Time: 0:57:47 *
Iter:   8000, Train Loss:   0.77, Train Acc:  89.06%, Val Loss:    1.1, Val Acc:  84.54%, Time: 0:58:31 *
Iter:   8100, Train Loss:    0.6, Train Acc:  85.94%, Val Loss:    1.0, Val Acc:  84.94%, Time: 0:59:14 *
Iter:   8200, Train Loss:   0.66, Train Acc:  87.50%, Val Loss:    1.0, Val Acc:  85.24%, Time: 0:59:57 *
Iter:   8300, Train Loss:   0.53, Train Acc:  93.75%, Val Loss:    1.0, Val Acc:  85.04%, Time: 1:00:40 
Iter:   8400, Train Loss:   0.46, Train Acc:  90.62%, Val Loss:   0.99, Val Acc:  85.48%, Time: 1:01:24 *
Iter:   8500, Train Loss:   0.63, Train Acc:  90.62%, Val Loss:   0.99, Val Acc:  85.35%, Time: 1:02:08 
Iter:   8600, Train Loss:   0.61, Train Acc:  89.06%, Val Loss:   0.95, Val Acc:  85.91%, Time: 1:02:51 *
Epoch: 5
Iter:   8700, Train Loss:   0.29, Train Acc:  93.75%, Val Loss:   0.95, Val Acc:  86.13%, Time: 1:03:37 *
Iter:   8800, Train Loss:   0.32, Train Acc:  90.62%, Val Loss:   0.96, Val Acc:  86.16%, Time: 1:04:21 *
Iter:   8900, Train Loss:   0.88, Train Acc:  79.69%, Val Loss:   0.94, Val Acc:  86.39%, Time: 1:05:05 *
Iter:   9000, Train Loss:   0.28, Train Acc:  92.19%, Val Loss:   0.97, Val Acc:  86.29%, Time: 1:05:49 
Iter:   9100, Train Loss:   0.53, Train Acc:  92.19%, Val Loss:   0.97, Val Acc:  86.12%, Time: 1:06:33 
Iter:   9200, Train Loss:   0.74, Train Acc:  89.06%, Val Loss:   0.93, Val Acc:  86.65%, Time: 1:07:17 *
Iter:   9300, Train Loss:   0.29, Train Acc:  90.62%, Val Loss:   0.94, Val Acc:  86.24%, Time: 1:08:01 
Iter:   9400, Train Loss:   0.38, Train Acc:  93.75%, Val Loss:   0.93, Val Acc:  86.69%, Time: 1:08:45 *
Iter:   9500, Train Loss:   0.52, Train Acc:  92.19%, Val Loss:   0.91, Val Acc:  86.92%, Time: 1:09:29 *
Iter:   9600, Train Loss:   0.28, Train Acc:  95.31%, Val Loss:   0.92, Val Acc:  86.79%, Time: 1:10:13 
Iter:   9700, Train Loss:   0.14, Train Acc:  96.88%, Val Loss:   0.91, Val Acc:  87.11%, Time: 1:10:57 *
Iter:   9800, Train Loss:   0.56, Train Acc:  92.19%, Val Loss:   0.88, Val Acc:  87.12%, Time: 1:11:41 *
Iter:   9900, Train Loss:   0.22, Train Acc:  93.75%, Val Loss:   0.88, Val Acc:  87.16%, Time: 1:12:25 *
Iter:  10000, Train Loss:   0.22, Train Acc:  96.88%, Val Loss:    0.9, Val Acc:  86.94%, Time: 1:13:09 
Iter:  10100, Train Loss:   0.24, Train Acc:  95.31%, Val Loss:   0.91, Val Acc:  87.01%, Time: 1:13:53 
Iter:  10200, Train Loss:   0.41, Train Acc:  93.75%, Val Loss:   0.84, Val Acc:  87.71%, Time: 1:14:38 *
Iter:  10300, Train Loss:  0.045, Train Acc: 100.00%, Val Loss:   0.83, Val Acc:  87.62%, Time: 1:15:22 
Iter:  10400, Train Loss:   0.34, Train Acc:  90.62%, Val Loss:   0.87, Val Acc:  87.49%, Time: 1:16:06 
Iter:  10500, Train Loss:   0.17, Train Acc:  92.19%, Val Loss:    0.8, Val Acc:  88.02%, Time: 1:16:50 *
Iter:  10600, Train Loss:   0.19, Train Acc:  95.31%, Val Loss:   0.83, Val Acc:  87.64%, Time: 1:17:34 
Iter:  10700, Train Loss:   0.17, Train Acc:  95.31%, Val Loss:   0.79, Val Acc:  88.20%, Time: 1:18:18 *
Epoch: 6
Iter:  10800, Train Loss:  0.091, Train Acc:  98.44%, Val Loss:   0.87, Val Acc:  87.50%, Time: 1:19:04 
Iter:  10900, Train Loss:   0.19, Train Acc:  96.88%, Val Loss:   0.79, Val Acc:  88.18%, Time: 1:19:48 
Iter:  11000, Train Loss:   0.34, Train Acc:  95.31%, Val Loss:    0.8, Val Acc:  88.55%, Time: 1:20:32 *
Iter:  11100, Train Loss:   0.28, Train Acc:  96.88%, Val Loss:   0.76, Val Acc:  88.65%, Time: 1:21:15 *
Iter:  11200, Train Loss:   0.28, Train Acc:  95.31%, Val Loss:   0.78, Val Acc:  88.47%, Time: 1:21:59 
Iter:  11300, Train Loss:    0.5, Train Acc:  90.62%, Val Loss:   0.82, Val Acc:  88.14%, Time: 1:22:42 
Iter:  11400, Train Loss:   0.24, Train Acc:  92.19%, Val Loss:   0.79, Val Acc:  88.44%, Time: 1:23:25 
Iter:  11500, Train Loss:   0.37, Train Acc:  92.19%, Val Loss:    0.8, Val Acc:  88.44%, Time: 1:24:09 
Iter:  11600, Train Loss:   0.36, Train Acc:  93.75%, Val Loss:   0.78, Val Acc:  88.76%, Time: 1:24:52 *
Iter:  11700, Train Loss:   0.27, Train Acc:  95.31%, Val Loss:    0.8, Val Acc:  88.56%, Time: 1:25:35 
Iter:  11800, Train Loss:  0.095, Train Acc:  98.44%, Val Loss:   0.75, Val Acc:  88.99%, Time: 1:26:19 *
Iter:  11900, Train Loss:   0.31, Train Acc:  93.75%, Val Loss:   0.74, Val Acc:  89.24%, Time: 1:27:02 *
Iter:  12000, Train Loss:   0.54, Train Acc:  92.19%, Val Loss:   0.76, Val Acc:  89.02%, Time: 1:27:47 
Iter:  12100, Train Loss:   0.16, Train Acc:  96.88%, Val Loss:   0.74, Val Acc:  89.31%, Time: 1:28:30 *
Iter:  12200, Train Loss:   0.21, Train Acc:  96.88%, Val Loss:   0.77, Val Acc:  89.05%, Time: 1:29:14 
Iter:  12300, Train Loss:    0.4, Train Acc:  92.19%, Val Loss:   0.76, Val Acc:  89.01%, Time: 1:29:57 
Iter:  12400, Train Loss:    0.4, Train Acc:  93.75%, Val Loss:   0.74, Val Acc:  89.49%, Time: 1:30:40 *
Iter:  12500, Train Loss:   0.12, Train Acc:  95.31%, Val Loss:   0.71, Val Acc:  89.53%, Time: 1:31:23 *
Iter:  12600, Train Loss:   0.46, Train Acc:  95.31%, Val Loss:    0.7, Val Acc:  89.54%, Time: 1:32:06 *
Iter:  12700, Train Loss:   0.15, Train Acc:  95.31%, Val Loss:   0.71, Val Acc:  89.49%, Time: 1:32:49 
Iter:  12800, Train Loss:   0.26, Train Acc:  93.75%, Val Loss:   0.69, Val Acc:  89.64%, Time: 1:33:32 *
Iter:  12900, Train Loss:   0.16, Train Acc:  96.88%, Val Loss:   0.69, Val Acc:  89.79%, Time: 1:34:15 *
Epoch: 7
Iter:  13000, Train Loss:   0.22, Train Acc:  93.75%, Val Loss:   0.71, Val Acc:  89.61%, Time: 1:34:59 
Iter:  13100, Train Loss:   0.17, Train Acc:  95.31%, Val Loss:   0.69, Val Acc:  89.82%, Time: 1:35:43 *
Iter:  13200, Train Loss:   0.28, Train Acc:  93.75%, Val Loss:   0.71, Val Acc:  89.50%, Time: 1:36:26 
Iter:  13300, Train Loss:   0.42, Train Acc:  92.19%, Val Loss:    0.7, Val Acc:  89.81%, Time: 1:37:09 
Iter:  13400, Train Loss:    0.1, Train Acc:  95.31%, Val Loss:   0.71, Val Acc:  89.78%, Time: 1:37:52 
Iter:  13500, Train Loss:  0.039, Train Acc: 100.00%, Val Loss:   0.69, Val Acc:  89.92%, Time: 1:38:36 *
Iter:  13600, Train Loss:    0.2, Train Acc:  96.88%, Val Loss:   0.68, Val Acc:  89.98%, Time: 1:39:19 *
Iter:  13700, Train Loss:   0.12, Train Acc:  96.88%, Val Loss:    0.7, Val Acc:  89.90%, Time: 1:40:02 
Iter:  13800, Train Loss:   0.28, Train Acc:  95.31%, Val Loss:   0.66, Val Acc:  89.96%, Time: 1:40:46 
Iter:  13900, Train Loss:   0.17, Train Acc:  95.31%, Val Loss:    0.7, Val Acc:  89.85%, Time: 1:41:29 
Iter:  14000, Train Loss:  0.057, Train Acc:  96.88%, Val Loss:   0.68, Val Acc:  90.15%, Time: 1:42:13 *
Iter:  14100, Train Loss:    0.2, Train Acc:  93.75%, Val Loss:   0.68, Val Acc:  90.01%, Time: 1:42:56 
Iter:  14200, Train Loss:   0.23, Train Acc:  96.88%, Val Loss:   0.67, Val Acc:  90.18%, Time: 1:43:40 *
Iter:  14300, Train Loss:  0.066, Train Acc:  98.44%, Val Loss:   0.67, Val Acc:  90.21%, Time: 1:44:23 *
Iter:  14400, Train Loss:   0.25, Train Acc:  93.75%, Val Loss:   0.65, Val Acc:  90.44%, Time: 1:45:06 *
Iter:  14500, Train Loss:   0.24, Train Acc:  92.19%, Val Loss:   0.64, Val Acc:  90.41%, Time: 1:45:49 
Iter:  14600, Train Loss:   0.27, Train Acc:  92.19%, Val Loss:   0.65, Val Acc:  90.38%, Time: 1:46:33 
Iter:  14700, Train Loss:    0.2, Train Acc:  96.88%, Val Loss:   0.62, Val Acc:  90.70%, Time: 1:47:17 *
Iter:  14800, Train Loss:   0.17, Train Acc:  96.88%, Val Loss:   0.61, Val Acc:  90.91%, Time: 1:48:01 *
Iter:  14900, Train Loss:  0.053, Train Acc:  98.44%, Val Loss:    0.6, Val Acc:  90.85%, Time: 1:48:46 
Iter:  15000, Train Loss:   0.28, Train Acc:  93.75%, Val Loss:   0.62, Val Acc:  90.61%, Time: 1:49:29 
Epoch: 8
Iter:  15100, Train Loss:  0.066, Train Acc:  98.44%, Val Loss:   0.64, Val Acc:  90.48%, Time: 1:50:13 
Iter:  15200, Train Loss:   0.37, Train Acc:  92.19%, Val Loss:   0.64, Val Acc:  90.76%, Time: 1:50:57 
Iter:  15300, Train Loss:   0.31, Train Acc:  93.75%, Val Loss:   0.62, Val Acc:  90.76%, Time: 1:51:40 
Iter:  15400, Train Loss:   0.39, Train Acc:  95.31%, Val Loss:   0.64, Val Acc:  90.82%, Time: 1:52:24 
Iter:  15500, Train Loss:   0.34, Train Acc:  92.19%, Val Loss:   0.62, Val Acc:  90.80%, Time: 1:53:07 
Iter:  15600, Train Loss:   0.19, Train Acc:  93.75%, Val Loss:   0.67, Val Acc:  90.46%, Time: 1:53:50 
Iter:  15700, Train Loss:  0.097, Train Acc:  96.88%, Val Loss:   0.64, Val Acc:  90.81%, Time: 1:54:33 
Iter:  15800, Train Loss:   0.22, Train Acc:  95.31%, Val Loss:   0.63, Val Acc:  90.68%, Time: 1:55:17 
No optimization for a long time, auto-stopping...
fyw@FYW:~/PycharmProjects/xifenlei/venv/textcnn/text-classification-cnn-master$ python run_cnn.py test
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorflow/python/framework/dtypes.py:516: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorflow/python/framework/dtypes.py:517: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorflow/python/framework/dtypes.py:518: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorflow/python/framework/dtypes.py:519: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorflow/python/framework/dtypes.py:520: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorflow/python/framework/dtypes.py:525: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:541: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:542: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:543: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:544: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:545: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/home/fyw/anaconda3/lib/python3.7/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:550: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Using TensorFlow backend.
Configuring CNN model...
WARNING:tensorflow:From /home/fyw/PycharmProjects/xifenlei/venv/textcnn/text-classification-cnn-master/cnn_model.py:37: The name tf.placeholder is deprecated. Please use tf.compat.v1.placeholder instead.

WARNING:tensorflow:From /home/fyw/PycharmProjects/xifenlei/venv/textcnn/text-classification-cnn-master/cnn_model.py:47: The name tf.get_variable is deprecated. Please use tf.compat.v1.get_variable instead.

WARNING:tensorflow:From /home/fyw/anaconda3/lib/python3.7/site-packages/tensorflow/python/ops/init_ops.py:1251: calling VarianceScaling.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
WARNING:tensorflow:From /home/fyw/PycharmProjects/xifenlei/venv/textcnn/text-classification-cnn-master/cnn_model.py:52: conv1d (from tensorflow.python.layers.convolutional) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.keras.layers.Conv1D` instead.
WARNING:tensorflow:Entity <bound method Conv1D.call of <tensorflow.python.layers.convolutional.Conv1D object at 0x7f3a968c62e8>> could not be transformed and will be executed as-is. Please report this to the AutgoGraph team. When filing the bug, set the verbosity to 10 (on Linux, `export AUTOGRAPH_VERBOSITY=10`) and attach the full output. Cause: converting <bound method Conv1D.call of <tensorflow.python.layers.convolutional.Conv1D object at 0x7f3a968c62e8>>: AssertionError: Bad argument number for Name: 3, expecting 4
WARNING:tensorflow:From /home/fyw/PycharmProjects/xifenlei/venv/textcnn/text-classification-cnn-master/cnn_model.py:58: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.dense instead.
WARNING:tensorflow:Entity <bound method Dense.call of <tensorflow.python.layers.core.Dense object at 0x7f3a968c6b38>> could not be transformed and will be executed as-is. Please report this to the AutgoGraph team. When filing the bug, set the verbosity to 10 (on Linux, `export AUTOGRAPH_VERBOSITY=10`) and attach the full output. Cause: converting <bound method Dense.call of <tensorflow.python.layers.core.Dense object at 0x7f3a968c6b38>>: AssertionError: Bad argument number for Name: 3, expecting 4
/home/fyw/anaconda3/lib/python3.7/site-packages/dask/dataframe/utils.py:13: FutureWarning: pandas.util.testing is deprecated. Use the functions in the public API at pandas.testing instead.
  import pandas.util.testing as tm
WARNING:tensorflow:
The TensorFlow contrib module will not be included in TensorFlow 2.0.
For more information, please see:
  * https://github.com/tensorflow/community/blob/master/rfcs/20180907-contrib-sunset.md
  * https://github.com/tensorflow/addons
  * https://github.com/tensorflow/io (for I/O related ops)
If you depend on functionality not listed there, please file an issue.

WARNING:tensorflow:Entity <bound method Dropout.call of <tensorflow.python.layers.core.Dropout object at 0x7f3a9dc64358>> could not be transformed and will be executed as-is. Please report this to the AutgoGraph team. When filing the bug, set the verbosity to 10 (on Linux, `export AUTOGRAPH_VERBOSITY=10`) and attach the full output. Cause: converting <bound method Dropout.call of <tensorflow.python.layers.core.Dropout object at 0x7f3a9dc64358>>: AssertionError: Bad argument number for Name: 3, expecting 4
